Asset Tag,Serial Number,Model Name,Asset Type
LT-009610,FVFJ72GL1WFV,MacBook Air 13inch M1 8GB 256GB,Laptop
1352,C02S8681G8WP,MacBook Pro 15-inch,Laptop
2974,C1MVX2P0J1WL,MacBook Air,Laptop
2789,D8PH3M2,Latitude 7280,Laptop
LT-006110,C02FN8QTMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012643-MAC,J06T1677NL,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009609,FVFJ7A1J1WFV,MacBook Air 13inch M1 8GB 256GB,Laptop
1338,3J42PF2,Latitude E7270,Laptop
2973,C1MVX2K2J1WL,MacBook Air,Laptop
3278,HD884Q2,Latitude 7390,Laptop
LT-006111,C02FN8R1MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012642-MAC,LP7VF494PD,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009608,FVFJ71FCQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1336,75Q43H2,Latitude E7470,Laptop
2954,FV2NQN2,Latitude 7390,Laptop
2826,C02W62W5HV2R,MacBook Pro 13-inch,Laptop
LT-006112,C02FN8QMMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012641-MAC,JQK0732NN7,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009607,FVFJ719HQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1331,JJ81PF2,Latitude E7270,Laptop
5464,C02CC46QLVDL,MacBook Pro 13inch i7 16GB,Laptop
LT-006113,C02FN8PGMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012640-MAC,L4YG4KFQ4C,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009606,FVFJ71XZ1WFV,MacBook Air 13inch M1 8GB 256GB,Laptop
1317,DGQZ2H2,Latitude E7470,Laptop
2951,C1MVX2LQJ1WL,MacBook Air,Laptop
2052,C02XD1GXJHD2,MacBook Pro 13-inch,Laptop
LT-006114,C02FPAD7MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012639-MAC,DKLH6F64GV,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009605,FVFJ72B81WFV,MacBook Air 13inch M1 8GB 256GB,Laptop
1299,6YF3PF2,Latitude E7470,Laptop
2948,C1MVX2RFJ1WL,MacBook Air,Laptop
3462,C02YF35QJG5M,MacBook Pro 15inch i7 16GB,Laptop
LT-006115,C02FPAFFMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012638-MAC,J9P9J6G717,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009604,FVFJ71MSQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1294,31TMZF2,Latitude E7470,Laptop
2947,C1MVX2M9J1WL,MacBook Air,Laptop
3889,FVFYWQJTLYWH,MacBook Air 13inch i5 8GB,Laptop
LT-006116,C02FPAE0MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012637-MAC,JQL0VX030C,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009603,FVFJ71JWQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1291,5XB13G2,Latitude E7470,Laptop
2946,C1MVX2N8J1WL,MacBook Air,Laptop
4284,C02ZL3U3LVDQ,MacBook Pro 15inch i7 16GB,Laptop
ITSG012636-MAC,M74L37QGH3,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009602,FVFJC3C21WFV,MacBook Air 13inch M1 8GB 256GB,Laptop
1288,14C13G2,Latitude E7470,Laptop
LT-008160,Y74H7QFK45,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2945,C1MVX2NGJ1WL,MacBook Air,Laptop
4440,C02ZLKFAMD6M,MacBook Pro 16inch i7 16GB,Laptop
LT-006118,C02FN84HMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012635-MAC,LTJ2WF2V2F,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009601,FVFJC3AX1WFV,MacBook Air 13inch M1 8GB 256GB,Laptop
1287,3BQ13G2,Latitude E7470,Laptop
2944,C1MVX2M1J1WL,MacBook Air,Laptop
3793,FVFYH0K2J1WT,MacBook Air,Laptop
LT-006119,C02FN8VJMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012634-MAC,M90NXVXC6Q,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009600,FVFJ71FZQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1281,2LJ13G2,Latitude E7470,Laptop
LT-008162,RP7N4XK522,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2943,C1MVX2NDJ1WL,MacBook Air,Laptop
1982,C02XDAB4JG5J,MacBook Pro 15-inch,Laptop
LT-006120,C02FN8R7MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012633-MAC,JN3QPVV12X,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009596,FVFJ7232Q6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1277,83TMZF2,Latitude E7470,Laptop
2941,C1MVX2NCJ1WL,MacBook Air,Laptop
2427,C02XKAQGJG5J,MacBook Pro 15-inch,Laptop
LT-006121,C02FPAG2MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012632-MAC,H1G9T9QYPV,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009595,FVFJ739YQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1275,G4TMZF2,Latitude E7470,Laptop
2938,C1MVX2P4J1WL,MacBook Air,Laptop
1840,C02X1751JG5J,MacBook Pro 15-inch,Laptop
LT-006122,C02FN8RMMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012631-MAC,J9J4YPWHGD,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009594,FVFJ731QQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1270,GBTMZF2,Latitude E7470,Laptop
LT-008165,W2LN424NQY,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2937,C1MVX2MKJ1WL,MacBook Air,Laptop
3885,FVFYWNQALYWH,MacBook Air 13inch i5 8GB,Laptop
LT-006123,C02FPAE4MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012630-MAC,HDX46VNJVN,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009593,FVFJ739HQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1267,B6TMZF2,Latitude E7470,Laptop
2934,C1MVX2LFJ1WL,MacBook Air,Laptop
3754,C02Z51HULVDQ,MacBook Pro 15inch i7 16GB,Laptop
LT-006124,C02FPAGBMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012629-MAC,MH406G91Y7,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009592,FVFJ7330Q6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1264,3CTMZF2,Latitude E7470,Laptop
LT-008167,W3KMX7KWD6,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2932,C1MVX2H4J1WL,MacBook Air,Laptop
3919,FVFYWQBLLYWH,MacBook Air 13inch i5 8GB,Laptop
LT-006125,C02FPAFUMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012628-MAC,LF75HVC227,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009591,FVFJ723DQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1262,FVFSQ40BH3QF,MacBook Air,Laptop
2921,C02WL0AHHTDF,MacBook Pro (15-inch. 2017),Laptop
3466,JCKQ3X2,Latitude 7390 13inch i5 8GB,Laptop
LT-006126,C02FN8QHMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012627-MAC,JY4PLXF95K,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009590,FVFJ7392Q6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1260,49TMZF2,Latitude E7470,Laptop
2917,C02WL0JMHTDF,MacBook Pro 15-inch,Laptop
2920,C02WL0RTHTDF,MacBook Pro 15-inch,Laptop
LT-006127,C02FPAF0MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012626-MAC,MWL6W1VTHP,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009589,FVFJ72J8Q6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1257,17TMZF2,Latitude E7470,Laptop
2913,C02WL0RVHTDF,MacBook Pro 15-inch,Laptop
4560,C02Y941QJG5J,MacBook Pro 15-inch,Laptop
LT-006128,C02FN8XLMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012625-MAC,LP069VF7DY,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009588,FVFJ72EXQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1251,23RNZF2,Latitude E7470,Laptop
LT-008171,QXK9X6JXKQ,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
5335,C02ZKR6TMD6M,MacBook Pro 16inch i7 16GB,Laptop
LT-006129,C02FN8WTMD6M,MacBook Pro (16-inch. 2019),Laptop
ITSG012624-MAC,LQJHP41Q23,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009587,FVFJ726CQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1249,7VQ4PF2,Latitude E7470,Laptop
2909,C02WL0RLHTDF,MacBook Pro 15-inch,Laptop
2705,C02W626GHTDF,MacBook Pro 15-inch,Laptop
LT-006130,C02FN8XRMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012623-MAC,C4LFWM22X9,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009586,FVFJ7396Q6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1248,7GCNZF2,Latitude E7470,Laptop
2906,C02WL0RQHTDF,MacBook Pro 15-inch,Laptop
806,C02S86NAG8WP,MacBook Pro 15-inch,Laptop
LT-006131,C02FN8WUMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012622-MAC,D7QVR9QTJC,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009585,FVFJ72BUQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1246,C8K4PF2,Latitude E7470,Laptop
2905,C02WL0TXHTDF,MacBook Pro 15-inch,Laptop
3418,C02Z51G1LVDQ,MacBook Pro 15inch i7 16GB,Laptop
LT-006132,C02FPAG7MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012621-MAC,H54NY4TH7J,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009584,FVFJ71XGQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1245,HG9XTF2,Latitude E7470,Laptop
2903,C02WL0AJHTDF,MacBook Pro 15-inch,Laptop
3171,C02WP0C0HTDF,MacBook Pro 15-inch,Laptop
LT-006133,C02FN8P3MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012620-MAC,L2JLXM49W5,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009583,FVFJ72EEQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1244,FYQ4PF2,Latitude E7470,Laptop
LT-008176,VJQRX1K6YC,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2902,C02WL0RKHTDF,MacBook Pro 15-inch,Laptop
4926,C02ZL3T8LVDQ,MacBook Pro 15inch i7 16GB,Laptop
LT-006134,C02FN8PAMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012619-MAC,K2YJ4PYJJQ,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009582,FVFJ736MQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1240,H9KNZF2,Latitude E7470,Laptop
2901,C1MVX2N3J1WL,MacBook Air,Laptop
3686,984NST2,Latitude 7390,Laptop
LT-006135,C02FN8QLMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012618-MAC,DDH752VTMX,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009581,FVFJ71ZAQ6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1238,75TMZF2,Latitude E7470,Laptop
2899,C1MVX2NNJ1WL,MacBook Air,Laptop
2848,C02WJ169HTDF,MacBook Pro 15-inch,Laptop
LT-006136,C02FN8VPMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012617-MAC,F7GJ04C2YK,MacBook Air 13inch M3 16GB 512GB,Laptop
1232,H9TMZF2,Latitude E7470,Laptop
LT-008179,R7XHT9YC7F,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2896,C1MVX2KSJ1WL,MacBook Air,Laptop
2847,C02WJ15HHTDF,MacBook Pro 15-inch,Laptop
LT-006137,C02FN8UGMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012616-MAC,J45G04P7X0,MacBook Air 13inch M3 16GB 512GB,Laptop
1225,2N54PF2,Latitude E7470,Laptop
2891,C1MVX2KGJ1WL,MacBook Air,Laptop
2421,C02Y56LNJG5J,MacBook Pro 15-inch,Laptop
LT-006138,C02FN8XWMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012615-MAC,H64H2F6RYG,MacBook Air 13inch M3 16GB 512GB,Laptop
1224,FNM3PF2,Latitude E7470,Laptop
2889,FVFSQ3JEH3QF,MacBook Air,Laptop
2032,C02XDA9KJG5J,MacBook Pro 15-inch,Laptop
LT-006139,C02FN8WXMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012614-MAC,FCC65WY3QK,MacBook Air 13inch M3 16GB 512GB,Laptop
1222,14G3PF2,Latitude E7470,Laptop
2888,FVFSQ3M2H3QF,MacBook Air,Laptop
2101,C02XG480JG5J,MacBook Pro 15-inch,Laptop
LT-006140,C02FN8R2MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012613-MAC,LJY93DYH6R,MacBook Air 13inch M3 16GB 512GB,Laptop
1219,DW3XTF2,Latitude E7470,Laptop
2887,FVFSQ3KJH3QF,MacBook Air,Laptop
2081,D455PQ2,Latitude 7390,Laptop
ITSG012612-MAC,HQQCMWDF4J,MacBook Air 13inch M3 16GB 512GB,Laptop
1218,7X54PF2,Latitude E7470,Laptop
2886,FVFSQ3E3H3QF,MacBook Air,Laptop
3178,C02WP0CJHTDF,MacBook Pro 15-inch,Laptop
LT-006142,C02FN8W7MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012611-MAC,HT26YVP2HX,MacBook Air 13inch M3 16GB 512GB,Laptop
1216,GR85PF2,Latitude E7470,Laptop
LT-008185,HHP2X5JYD9,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2885,FVFSQ3RTH3QF,MacBook Air,Laptop
2683,C02V90KUHTDD,MacBook Pro 15-inch,Laptop
LT-006143,C02FN8XEMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012610-MAC,MYC2WVKG1C,MacBook Air 13inch M3 16GB 512GB,Laptop
1214,DQ81PF2,Latitude E7270,Laptop
LT-008186,FH2HT6FC6P,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2882,C02WJ17XHTDF,MacBook Pro 15-inch,Laptop
3041,C02W62SVHV2R,MacBook Pro 13-inch,Laptop
LT-006144,C02FN8RKMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012609-MAC,H7LWL33NGF,MacBook Air 13inch M3 16GB 512GB,Laptop
1210,3TQ4PF2,Latitude E7470,Laptop
2880,FVFSQ3Q7H3QF,MacBook Air,Laptop
3414,C02Z51H9LVDQ,MacBook Pro 15inch i7 16GB,Laptop
LT-006145,C02FN84SMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012608-MAC,L54KV9709J,MacBook Air 13inch M3 16GB 512GB,Laptop
1203,2135PF2,Latitude E7470,Laptop
2879,FVFSQ3CJH3QF,MacBook Air,Laptop
4924,C02Z51JNLVDQ,MacBook Pro 15inch i7 16GB,Laptop
LT-006146,C02FN8XQMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012607-MAC,HLQRQG29HC,MacBook Air 13inch M3 16GB 512GB,Laptop
1200,FCT3PF2,Latitude E7470,Laptop
2875,C02WJ15WHTDF,MacBook Pro 15-inch,Laptop
5172,C02ZKSQJMD6M,MacBook Pro 16inch i7 16GB,Laptop
LT-006147,C02FN84BMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012606-MAC,JMXM0VYVDP,MacBook Air 13inch M3 16GB 512GB,Laptop
1199,DV85PF2,Latitude E7470,Laptop
LT-008190,Y9WT9D3F6N,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2874,C02WJ16KHTDF,MacBook Pro 15-inch,Laptop
3488,C02Z51GALVDQ,MacBook Pro 15inch i7 16GB,Laptop
LT-006148,C02FN8QPMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012605-MAC,GX1YY7JG7Q,MacBook Air 13inch M3 16GB 512GB,Laptop
1198,B1G3PF2,Latitude E7470,Laptop
LT-008191,G50XF6R9JX,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2873,C02WJ16BHTDF,MacBook Pro 15-inch,Laptop
3140,C02WP0BXHTDF,MacBook Pro 15-inch,Laptop
LT-006149,C02FN8WVMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012604-MAC,H49HD6T61X,MacBook Air 13inch M3 16GB 512GB,Laptop
1197,HDX4PF2,Latitude E7470,Laptop
LT-008192,PX07LFVVQW,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2872,C02WJ162HTDF,MacBook Pro 15-inch,Laptop
3826,FVFYWQ4NLYWH,MacBook Air 13inch i5 8GB,Laptop
LT-006150,C02FN8VSMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012603-MAC,LF6T720FJJ,MacBook Air 13inch M3 16GB 512GB,Laptop
1196,3MF8PF2,Latitude E7470,Laptop
2871,FVFSQ40JH3QF,MacBook Air,Laptop
5138,9GKLJW2,Latitude 5300 13inch i5 8GB,Laptop
LT-006151,C02FN84AMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012602-MAC,KGPN7QT7NW,MacBook Air 13inch M3 16GB 512GB,Laptop
1195,1LM3PF2,Latitude E7470,Laptop
2867,C02WJ15VHTDF,MacBook Pro 15-inch,Laptop
5294,8Y3HJW2,Latitude 5300 13inch i5 8GB,Laptop
LT-006152,C02FN8XDMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012601-MAC,K6H02NGW50,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009564,FVFJ7201Q6L4,MacBook Air 13inch M1 8GB 256GB,Laptop
1193,9W3XTF2,Latitude E7470,Laptop
2866,C02WJ15LHTDF,MacBook Pro 15-inch,Laptop
4522,C02YF77YJG5J,MacBook Pro 15-inch,Laptop
LT-006153,C02FN8RUMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012600-MAC,D43QML49WR,MacBook Air 13inch M3 16GB 512GB,Laptop
1192,BWQ4PF2,Latitude E7470,Laptop
2865,C02WJ15XHTDF,MacBook Pro (15-inch. 2017),Laptop
3389,C02XDAC4JG5J,MacBook Pro 15-inch,Laptop
LT-006154,C02FN8V5MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012599-MAC,K2TXGKHFHP,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009562,FVFJC1DN1WFV,MacBook Air 13inch M1 8GB 256GB,Laptop
1188,D4K4PF2,Latitude E7470,Laptop
2864,C02WJ153HTDF,MacBook Pro 15-inch,Laptop
3908,FVFYWPW4LYWH,MacBook Air 13inch i5 8GB,Laptop
LT-006155,C02FN8MJMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012598-MAC,D22KT6PGYX,MacBook Air 13inch M3 16GB 512GB,Laptop
1185,5604PF2,Latitude E7470,Laptop
2861,C02WJ15YHTDF,MacBook Pro 15-inch,Laptop
4930,C02Z51F3LVDQ,MacBook Pro 15inch i7 16GB,Laptop
LT-006156,C02FN8V8MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012597-MAC,CYHY0M9QD7,MacBook Air 13inch M3 16GB 512GB,Laptop
1184,39X4PF2,Latitude E7470,Laptop
2860,C02WJ161HTDF,MacBook Pro 15-inch,Laptop
3283,C02X205KHTDF,MacBook Pro 15-inch,Laptop
LT-006157,C02FN8WPMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012596-MAC,LVFYCY3M21,MacBook Air 13inch M3 16GB 512GB,Laptop
1182,DZZ3PF2,Latitude E7470,Laptop
LT-008200,QXCWPY2FXH,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2857,C02WJ16EHTDF,MacBook Pro 15-inch,Laptop
5064,FDKLJW2,Latitude 5300 13inch i5 8GB,Laptop
LT-006158,C02FN85EMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012595-MAC,F7HFJC250D,MacBook Air 13inch M3 16GB 512GB,Laptop
1181,22YWTF2,Latitude E7470,Laptop
2852,C02WJ16HHTDF,MacBook Pro 15-inch,Laptop
3060,C02WP0AXHTDF,MacBook Pro 15-inch,Laptop
LT-006159,C02FN8WNMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012594-MAC,F077FX7JKM,MacBook Air 13inch M3 16GB 512GB,Laptop
1180,HJX4PF2,Latitude E7470,Laptop
2849,C02WJ16AHTDF,MacBook Pro 15-inch,Laptop
4678,91GZQV2,Latitude 7390,Laptop
LT-006160,C02FPAFGMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012593-MAC,MLW3Q25RVK,MacBook Air 13inch M3 16GB 512GB,Laptop
1179,8235PF2,Latitude E7470,Laptop
2845,C02WJ16DHTDF,MacBook Pro 15-inch,Laptop
5287,5FKLJW2,Latitude 5300 13inch i5 8GB,Laptop
LT-006161,C02FN8W8MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012592-MAC,L2CPX0X6V3,MacBook Air 13inch M3 16GB 512GB,Laptop
1176,3704PF2,Latitude E7470,Laptop
2842,C02WJ152HTDF,MacBook Pro 15-inch,Laptop
3849,C02ZL3UNLVDQ,MacBook Pro 15inch i7 16GB,Laptop
LT-006162,C02FN85NMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012591-MAC,J6QJ6056M4,MacBook Air 13inch M3 16GB 512GB,Laptop
1173,H704PF2,Latitude E7470,Laptop
2840,C02WJ16CHTDF,MacBook Pro 15-inch,Laptop
1263,GJJ13G2,Latitude E7470,Laptop
LT-006163,C02FN8WQMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012590-MAC,GXDQT2R69X,MacBook Air 13inch M3 16GB 512GB,Laptop
1171,J735PF2,Latitude E7470,Laptop
LT-008206,VXCQXVKKQP,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2839,C02WJ15UHTDF,MacBook Pro 15-inch,Laptop
2720,C02W627QHTDF,MacBook Pro 15-inch,Laptop
ITSG012589-MAC,KP6NPHM743,MacBook Air 13inch M3 16GB 512GB,Laptop
1169,GHX4PF2,Latitude E7470,Laptop
2838,C02WJ15FHTDF,MacBook Pro 15-inch,Laptop
3772,C02Z2590LVDL,MacBook Pro 13inch i7 16GB 512GB,Laptop
LT-006165,C02FN8VYMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012588-MAC,C6YKFFWH43,MacBook Air 13inch M3 16GB 512GB,Laptop
1168,GLRWTF2,Latitude E7470,Laptop
2837,C02WJ15MHTDF,MacBook Pro 15-inch,Laptop
4639,C02YF74PJG5J,MacBook Pro 15-inch,Laptop
LT-006166,C02FN8LPMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012587-MAC,L6PR61DF4G,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-008209,NX20172GPP,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2835,FVFSQ3P7H3QF,MacBook Air,Laptop
3311,HHN34Q2,Latitude 7390,Laptop
LT-006167,C02FN8TBMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012586-MAC,F9C6XQ2TJ4,MacBook Air 13inch M3 16GB 512GB,Laptop
1126,FVFSQ3YWH3QF,MacBook Air,Laptop
LT-008210,WHQG5VW9TD,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2833,C02WJ17VHTDF,MacBook Pro 15-inch,Laptop
3054,C02WP0B9HTDF,MacBook Pro 15-inch,Laptop
ITSG012585-MAC,K2D4HM4317,MacBook Air 13inch M3 16GB 512GB,Laptop
1113,FYF3PF2,Latitude E7470,Laptop
LT-008211,X7P7JNWC4X,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2831,C02WJ17WHTDF,MacBook Pro 15-inch,Laptop
3249,C02X204YHTDF,MacBook Pro 15-inch,Laptop
LT-006169,C02FN857MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012584-MAC,L5G046TJVJ,MacBook Air 13inch M3 16GB 512GB,Laptop
1112,FVFSQ3WZH3QF,MacBook Air,Laptop
5189,C02ZKR5MMD6M,MacBook Pro 16inch i7 16GB,Laptop
LT-006170,C02FN8TXMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012583-MAC,K7YGQG4FGW,MacBook Air 13inch M3 16GB 512GB,Laptop
1111,6BT3PF2,Latitude E7470,Laptop
2827,C02W62W7HV2R,MacBook Pro 13-inch,Laptop
3616,HRY3MH2,Latitude 7480,Laptop
LT-006171,C02FN8L9MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012582-MAC,KJ3G9K4RWP,MacBook Air 13inch M3 16GB 512GB,Laptop
1110,6XQ4PF2,Latitude E7470,Laptop
2822,FVFSQ3LCH3QF,MacBook Air,Laptop
4048,2YPB3X2,Latitude 7390,Laptop
LT-006172,C02FN8W5MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012581-MAC,HVVCF9VW0V,MacBook Air 13inch M3 16GB 512GB,Laptop
1108,H335PF2,Latitude E7470,Laptop
LT-008215,XR19YHJYJL,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2821,C02W621JHV2R,MacBook Pro 13-inch,Laptop
1833,GH84PQ2,Latitude 7390,Laptop
LT-006173,C02FN8SLMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012580-MAC,DHFPX0F7P3,MacBook Air 13inch M3 16GB 512GB,Laptop
LT-009540,FVFJC3761WFV,MacBook Air 13inch M1 8GB 256GB,Laptop
1107,2GT3PF2,Latitude E7470,Laptop
4002,GBQB3X2,Latitude 7390,Laptop
LT-006174,C02FPAFHMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012579-MAC,LXKMQJ6D3W,MacBook Air 13inch M3 16GB 512GB,Laptop
1104,FVFSQ3YSH3QF,MacBook Air,Laptop
2819,C02W62VJHV2R,MacBook Pro 13-inch,Laptop
3705,51H4XT2,Latitude 7390,Laptop
LT-006175,C02FN8PXMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012578-MAC,J93Q41FV29,MacBook Air 13inch M3 16GB 512GB,Laptop
1102,FVFSQ3ZNH3QF,MacBook Air,Laptop
LT-008218,CN9W91DVJ3,MacBook Pro 16inch M1Pro 16GB 512GB,Laptop
2818,C02VL10DHTDF,MacBook Pro 15-inch,Laptop
3465,CMXQ3X2,Latitude 7390 13inch i5 8GB,Laptop
LT-006176,C02FN8S2MD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012577-MAC,K4NFP3QQV1,MacBook Air 13inch M3 16GB 512GB,Laptop
1099,F135PF2,Latitude E7470,Laptop
2815,FVFSQ3MGH3QF,MacBook Air,Laptop
4043,CSXQ3X2,Latitude 7390,Laptop
LT-006177,C02FN8WAMD6M,MacBook Pro 16inch i7 16GB,Laptop
ITSG012576-MAC,LXNGYX1QHQ,MacBook Air 13inch M3 16GB 512GB,Laptop
1098,C1MS7A1BH3QF,MacBook Air,Laptop
2809,85WH3M2,Latitude 7280,Laptop
4004,BDFT3X2,Latitude 7390,Laptop
